"incident_report_number","crime_type","ucr_code","family_violence","occ_date_time","occ_date","occ_time","rep_date_time","rep_date","rep_time","location_type","address","zip_code","council_district","sector","district","pra","census_tract","clearance_status","clearance_date","ucr_category","category_description","x_coordinate","y_coordinate","latitude","longitude","location"
"2021471406","MURDER","100","N","2021-02-16T17:56:00.000","2021-02-16T00:00:00.000","1756","2021-02-16T17:56:00.000","2021-02-16T00:00:00.000","1756","PARKING LOTS / GARAGE","MC KIE DR / CAMERON RD","78752","1","ID","2","266",,,,"09A","Murder","3130322","3130322","30.32903752","-97.69041232","
,  
(30.32903752, -97.69041232)"
"2021471314","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-16T17:43:00.000","2021-02-16T00:00:00.000","1743","2021-02-16T17:43:00.000","2021-02-16T00:00:00.000","1743","RESIDENCE / HOME","3807 N GREEN TRAILS","78731","10","BA","8","256",,"N","2021-02-17T00:00:00.000",,,"3109914","3109914","30.36434122","-97.75417291","
,  
(30.36434122, -97.75417291)"
"2021471370","ASSAULT WITH INJURY","900","N","2021-02-16T17:32:00.000","2021-02-16T00:00:00.000","1732","2021-02-16T17:32:00.000","2021-02-16T00:00:00.000","1732","RESTAURANTS","W 29TH ST / GUADALUPE ST","78705","9","BA","3","345",,,,,,"3114076","3114076","30.2954281","-97.74282336","
,  
(30.2954281, -97.74282336)"
"2021471362","CRIMINAL MISCHIEF","1400","N","2021-02-16T17:26:00.000","2021-02-16T00:00:00.000","1726","2021-02-16T17:26:00.000","2021-02-16T00:00:00.000","1726","DEPARTMENT / DISCOUNT STORE","5209 CAMERON RD","78723","4","ID","5","48",,"N","2021-02-18T00:00:00.000",,,"3124975","3124975","30.31036374","-97.70787343","
,  
(30.31036374, -97.70787343)"
"2021471351","FAMILY DISTURBANCE","3400","N","2021-02-16T17:21:00.000","2021-02-16T00:00:00.000","1721","2021-02-16T17:21:00.000","2021-02-16T00:00:00.000","1721","RESIDENCE / HOME","1106 REINLI ST","78723","4","ID","5","292",,,,,,"3126639","3126639","30.31722669","-97.70241155","
,  
(30.31722669, -97.70241155)"
"2021471186","AGG ASLT STRANGLE/SUFFOCATE","410","N","2021-02-16T16:50:00.000","2021-02-16T00:00:00.000","1650","2021-02-16T17:08:00.000","2021-02-16T00:00:00.000","1708","HOTEL / MOTEL / ETC.","11901 PAVILION BLVD","78759","10","AD","7","190",,,,"13A","Aggravated Assault","3109342","3109342","30.42460539","-97.75437566","
,  
(30.42460539, -97.75437566)"
"2021471222","DATING DISTURBANCE","2400","N","2021-02-16T16:04:00.000","2021-02-16T00:00:00.000","1604","2021-02-16T17:15:00.000","2021-02-16T00:00:00.000","1715","RESIDENCE / HOME","2309 BERKELEY AVE","78745","5","DA","4","505",,,,,,"3094586","3094586","30.20938972","-97.8068472","
,  
(30.20938972, -97.8068472)"
"20215006467","BURGLARY NON RESIDENCE","502","N","2021-02-16T16:00:00.000","2021-02-16T00:00:00.000","1600","2021-02-17T14:57:00.000","2021-02-17T00:00:00.000","1457","OTHER / UNKNOWN","1717 S PLEASANT VALLEY RD","78741","3","HE","3","442",,,,"220","Burglary","3121741","3121741","30.23513149","-97.72016225","
,  
(30.23513149, -97.72016225)"
"2021471208","ASSAULT BY THREAT","901","N","2021-02-16T15:52:00.000","2021-02-16T00:00:00.000","1552","2021-02-16T15:52:00.000","2021-02-16T00:00:00.000","1552","RESTAURANTS","305 W SLAUGHTER LN","78748","5","FR","2","666",,"N","2021-02-17T00:00:00.000",,,"3098875","3098875","30.16762445","-97.79436354","
,  
(30.16762445, -97.79436354)"
"2021471206","AUTO THEFT","700","N","2021-02-16T15:51:00.000","2021-02-16T00:00:00.000","1551","2021-02-16T15:51:00.000","2021-02-16T00:00:00.000","1551","PARKING LOTS / GARAGE","1200 BROADMOOR DR","78723","4","ID","5","48",,"N","2021-02-17T00:00:00.000","240","Auto Theft","3125735","3125735","30.31141944","-97.70543553","
,  
(30.31141944, -97.70543553)"
"2021471149","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-16T15:18:00.000","2021-02-16T00:00:00.000","1518","2021-02-16T15:18:00.000","2021-02-16T00:00:00.000","1518","RESIDENCE / HOME","1500 CROSSING PL","78741","3","HE","3","442",,"C","2021-02-16T00:00:00.000",,,"3123227","3123227","30.23509316","-97.71545645","
,  
(30.23509316, -97.71545645)"
"2021471133","DAMAGE CITY VEHICLE","3832","N","2021-02-16T15:12:00.000","2021-02-16T00:00:00.000","1512","2021-02-17T15:05:00.000","2021-02-17T00:00:00.000","1505","PARKING LOTS / GARAGE","12425 LAMPLIGHT VILLAGE AVE","78758","7","AD","3","203",,,,,,"3127764","3127764","30.41434397","-97.6961909","
,  
(30.41434397, -97.6961909)"
"2021471112","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-16T14:57:00.000","2021-02-16T00:00:00.000","1457","2021-02-16T14:57:00.000","2021-02-16T00:00:00.000","1457","RESIDENCE / HOME","12443 TECH RIDGE BLVD","78753","7","ED","6","206",,"N","2021-02-18T00:00:00.000",,,"3138140","3138140","30.39665654","-97.66375383","
,  
(30.39665654, -97.66375383)"
"2021471084","ASSAULT BY THREAT","901","N","2021-02-16T14:41:00.000","2021-02-16T00:00:00.000","1441","2021-02-16T14:41:00.000","2021-02-16T00:00:00.000","1441","PARKING LOTS / GARAGE","3909 S CONGRESS AVE","78704","3","DA","2","480",,,,,,"3108442","3108442","30.22338277","-97.76259882","
,  
(30.22338277, -97.76259882)"
"2021471083","AGG ASSAULT FAM/DATE VIOLENCE","402","N","2021-02-16T14:41:00.000","2021-02-16T00:00:00.000","1441","2021-02-16T14:41:00.000","2021-02-16T00:00:00.000","1441","PARKING LOTS / GARAGE","2025 W BEN WHITE BLVD SVRD EB","78745","5","DA","4","488",,,,"13A","Aggravated Assault","3099711","3099711","30.22924532","-97.79009583","
,  
(30.22924532, -97.79009583)"
"2021471253","BURGLARY OF VEHICLE","601","N","2021-02-16T14:24:00.000","2021-02-16T00:00:00.000","1424","2021-02-16T16:24:00.000","2021-02-16T00:00:00.000","1624","STREETS / HWY / ROAD / ALLEY","10201 PARKFIELD DR","78758","4","ED","1","239",,,,"23F","Theft","3126780","3126780","30.37534434","-97.70037872","
,  
(30.37534434, -97.70037872)"
"2021471046","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-16T14:20:00.000","2021-02-16T00:00:00.000","1420","2021-02-16T14:20:00.000","2021-02-16T00:00:00.000","1420","RESIDENCE / HOME","7479 CHEVY CHASE DR","78752","4","ID","8","264",,"C","2021-02-16T00:00:00.000",,,"3125227","3125227","30.3394108","-97.70628385","
,  
(30.3394108, -97.70628385)"
"2021471039","ASSAULT WITH INJURY","900","N","2021-02-16T14:14:00.000","2021-02-16T00:00:00.000","1414","2021-02-17T14:28:00.000","2021-02-17T00:00:00.000","1428","RESIDENCE / HOME","833 FAIRFIELD DR","78758","4","ED","2","249",,"N","2021-02-18T00:00:00.000",,,"3125788","3125788","30.35644463","-97.70404072","
,  
(30.35644463, -97.70404072)"
"2021471032","DISTURBANCE - OTHER","3401","N","2021-02-16T14:11:00.000","2021-02-16T00:00:00.000","1411","2021-02-16T14:11:00.000","2021-02-16T00:00:00.000","1411","OTHER / UNKNOWN","2771 E SH 71 SVRD WB","78617","2","HE","8","500",,"N","2021-02-18T00:00:00.000",,,"3143317","3143317","30.21031668","-97.65250954","
,  
(30.21031668, -97.65250954)"
"20218001015","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-16T14:00:00.000","2021-02-16T00:00:00.000","1400","2021-02-16T14:38:00.000","2021-02-16T00:00:00.000","1438","PARKING LOTS / GARAGE","5608 AVENUE F","78751","4","ID","6","290",,,,"23F","Theft","3121367","3121367","30.3213783","-97.71901214","
,  
(30.3213783, -97.71901214)"
"2021480599","DAMAGE CITY VEHICLE","3832","N","2021-02-16T14:00:00.000","2021-02-16T00:00:00.000","1400","2021-02-17T11:48:00.000","2021-02-17T00:00:00.000","1148","STREETS / HWY / ROAD / ALLEY","6636 W WILLIAM CANNON DR","78735","8","DA","6","6202",,,,,,"3076772","3076772","30.2437569","-97.86237684","
,  
(30.2437569, -97.86237684)"
"2021470985","DISTURBANCE - OTHER","3401","N","2021-02-16T13:45:00.000","2021-02-16T00:00:00.000","1345","2021-02-16T13:45:00.000","2021-02-16T00:00:00.000","1345","PARKING LOTS / GARAGE","5621 N IH 35 SVRD NB","78723","4","ID","5","292",,,,,,"3125467","3125467","30.31639298","-97.70614968","
,  
(30.31639298, -97.70614968)"
"20215006461","THEFT","600","N","2021-02-16T13:30:00.000","2021-02-16T00:00:00.000","1330","2021-02-16T13:30:00.000","2021-02-16T00:00:00.000","1330","COMMUNITY CENTER","3811 E 12TH ST","78721","1","CH","4","424",,,,"23H","Theft","3130796","3130796","30.27676798","-97.69034135","
,  
(30.27676798, -97.69034135)"
"20218001056","CRIMINAL MISCHIEF","1400","N","2021-02-16T13:25:00.000","2021-02-16T00:00:00.000","1325","2021-02-16T14:50:00.000","2021-02-16T00:00:00.000","1450","RESIDENCE / HOME","5823 WESTSLOPE DR","78731","10","BA","8","39",,,,,,"3100623","3100623","30.34465709","-97.78416115","
,  
(30.34465709, -97.78416115)"
"2021470817","AUTO THEFT","700","N","2021-02-16T13:11:00.000","2021-02-16T00:00:00.000","1311","2021-02-16T13:11:00.000","2021-02-16T00:00:00.000","1311","PARKING LOTS / GARAGE","1300 S PLEASANT VALLEY RD","78741","3","HE","2","441",,,,"240","Auto Theft","3121932","3121932","30.24047937","-97.71941252","
,  
(30.24047937, -97.71941252)"
"2021470883","FAMILY DISTURBANCE/PARENTAL","3458","N","2021-02-16T12:49:00.000","2021-02-16T00:00:00.000","1249","2021-02-16T12:49:00.000","2021-02-16T00:00:00.000","1249","HOTEL / MOTEL / ETC.","700 SAN JACINTO BLVD","78701","9","GE","2","381",,,,,,"3115130","3115130","30.26857033","-97.7402044","
,  
(30.26857033, -97.7402044)"
"2021470855","BURGLARY NON RESIDENCE","502","N","2021-02-16T12:35:00.000","2021-02-16T00:00:00.000","1235","2021-02-16T12:35:00.000","2021-02-16T00:00:00.000","1235","GAS / SERVICE STATIONS","8801 S IH 35 SVRD NB","78744","2","FR","7","543",,,,"220","Burglary","3102585","3102585","30.16833396","-97.78260193","
,  
(30.16833396, -97.78260193)"
"20218001078","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-16T12:30:00.000","2021-02-16T00:00:00.000","1230","2021-02-18T16:57:00.000","2021-02-18T00:00:00.000","1657","RESIDENCE / HOME","4600 MUELLER BLVD","78723","9","BA","4","900",,,,"23F","Theft","3125013","3125013","30.29948141","-97.70804903","
,  
(30.29948141, -97.70804903)"
"20218001055","THEFT","600","N","2021-02-16T12:25:00.000","2021-02-16T00:00:00.000","1225","2021-02-16T12:34:00.000","2021-02-16T00:00:00.000","1234","BAR / NIGHT CLUB","1007 S CONGRESS AVE","78704","9","HE","1","454",,,,"23H","Theft","3113070","3113070","30.25408382","-97.74711966","
,  
(30.25408382, -97.74711966)"
"20218001061","ASSAULT BY THREAT","901","N","2021-02-16T12:15:00.000","2021-02-16T00:00:00.000","1215","2021-02-17T14:32:00.000","2021-02-17T00:00:00.000","1432","STREETS / HWY / ROAD / ALLEY","1102 BAYLOR ST","78703","9","BA","2","371",,,,,,"3111018","3111018","30.27667293","-97.75301686","
,  
(30.27667293, -97.75301686)"
"2021470808","AGG ASSAULT FAM/DATE VIOLENCE","402","Y","2021-02-16T12:07:00.000","2021-02-16T00:00:00.000","1207","2021-02-16T12:07:00.000","2021-02-16T00:00:00.000","1207","RESIDENCE / HOME","2102 E STASSNEY LN","78744","2","FR","5","493",,,,"13A","Aggravated Assault","3110436","3110436","30.19457452","-97.75705214","
,  
(30.19457452, -97.75705214)"
"2021470816","DISTURBANCE - OTHER","3401","N","2021-02-16T12:00:00.000","2021-02-16T00:00:00.000","1200","2021-02-16T13:49:00.000","2021-02-16T00:00:00.000","1349","STREETS / HWY / ROAD / ALLEY","100 BLOCK RED RIVER ST","78701","9","GE","3","408",,"N","2021-02-16T00:00:00.000",,,"3115558","3115558","30.26171751","-97.73903241","
,  
(30.26171751, -97.73903241)"
"2021470743","CRIMINAL TRESPASS","2716","N","2021-02-16T11:38:00.000","2021-02-16T00:00:00.000","1138","2021-02-16T11:38:00.000","2021-02-16T00:00:00.000","1138","CHURCH / SYNAGOGUE / TEMPLE / MOSQUE","601 W BRAKER LN","78753","4","ED","1","240",,"C","2021-02-16T00:00:00.000",,,"3131461","3131461","30.380017","-97.68540191","
,  
(30.380017, -97.68540191)"
"20215006477","BURGLARY OF VEHICLE","601","N","2021-02-16T11:00:00.000","2021-02-16T00:00:00.000","1100","2021-02-18T11:45:00.000","2021-02-18T00:00:00.000","1145","DRUG STORE / DR. OFFICE / HOSPITAL","1201 W 38TH ST","78705","10","BA","3","344",,"N","2021-02-18T00:00:00.000","23F","Theft","3113183","3113183","30.30490831","-97.74539945","
,  
(30.30490831, -97.74539945)"
"2021470646","ASSAULT WITH INJURY","900","N","2021-02-16T10:45:00.000","2021-02-16T00:00:00.000","1045","2021-02-16T10:45:00.000","2021-02-16T00:00:00.000","1045","SHELTER-MISSION / HOMELESS","1009 W DITTMAR RD","78748","2","FR","3","536",,"C","2021-02-16T00:00:00.000",,,"3096392","3096392","30.18441886","-97.80178279","
,  
(30.18441886, -97.80178279)"
"2021470608","AUTO THEFT","700","N","2021-02-16T10:31:00.000","2021-02-16T00:00:00.000","1031","2021-02-16T10:31:00.000","2021-02-16T00:00:00.000","1031","PARKING LOTS / GARAGE","610 W 30TH ST","78705","9","BA","3","345",,,,"240","Auto Theft","3114113","3114113","30.29713002","-97.74266041","
,  
(30.29713002, -97.74266041)"
"2021470480","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-16T09:25:00.000","2021-02-16T00:00:00.000","925","2021-02-16T09:25:00.000","2021-02-16T00:00:00.000","925","RESIDENCE / HOME","509 NATALI ST","78748","2","FR","3","537",,"C","2021-02-16T00:00:00.000",,,"3098993","3098993","30.17266944","-97.79385748","
,  
(30.17266944, -97.79385748)"
"2021470426","BURGLARY NON RESIDENCE","502","N","2021-02-16T09:21:00.000","2021-02-16T00:00:00.000","921","2021-02-16T09:21:00.000","2021-02-16T00:00:00.000","921","SHOPPING MALL","1717 S PLEASANT VALLEY RD","78741","3","HE","3","442",,,,"220","Burglary","3121741","3121741","30.23513149","-97.72016225","
,  
(30.23513149, -97.72016225)"
"2021490559","AGG ASSAULT FAM/DATE VIOLENCE","402","Y","2021-02-16T08:00:00.000","2021-02-16T00:00:00.000","800","2021-02-18T10:54:00.000","2021-02-18T00:00:00.000","1054","RESIDENCE / HOME","10302 LEANING WILLOW DR","78758","4","ED","2","219",,,,"13A","Aggravated Assault","3124436","3124436","30.38056277","-97.70767198","
,  
(30.38056277, -97.70767198)"
"20215006431","DAMAGE CITY VEHICLE","3832","N","2021-02-16T07:50:00.000","2021-02-16T00:00:00.000","750","2021-02-16T07:50:00.000","2021-02-16T00:00:00.000","750","PARKING LOTS / GARAGE","4201 ED BLUESTEIN",,,,,,,,,,,,,,,
"2021470325","BURGLARY NON RESIDENCE","502","N","2021-02-16T07:46:00.000","2021-02-16T00:00:00.000","746","2021-02-16T11:08:00.000","2021-02-16T00:00:00.000","1108","GAS / SERVICE STATIONS","3801 W PARMER LN","78727","7","AD","3","200",,,,"220","Burglary","3122244","3122244","30.42398541","-97.71344578","
,  
(30.42398541, -97.71344578)"
"20211111","AUTO THEFT","700","N","2021-02-16T06:53:00.000","2021-02-16T00:00:00.000","653","2021-02-16T06:53:00.000","2021-02-16T00:00:00.000","653","PARKING LOTS / GARAGE","9600 N MOPAC EXPY SVRD SB","78759","7","AD","1","216",,,,"240","Auto Theft","3115321","3115321","30.38542825","-97.73645584","
,  
(30.38542825, -97.73645584)"
"2021470272","MURDER","100","Y","2021-02-16T06:46:00.000","2021-02-16T00:00:00.000","646","2021-02-16T06:46:00.000","2021-02-16T00:00:00.000","646","HOTEL / MOTEL / ETC.","4200 S IH 35 SVRD SB","78745","3","DA","3","492",,"C","2021-02-16T00:00:00.000","09A","Murder","3111293","3111293","30.21494929","-97.7537948","
,  
(30.21494929, -97.7537948)"
"2021470247","DATING DISTURBANCE","2400","N","2021-02-16T06:22:00.000","2021-02-16T00:00:00.000","622","2021-02-16T06:22:00.000","2021-02-16T00:00:00.000","622","RESIDENCE / HOME","8801 N FM 620 RD","78726","6","AD","8","178",,,,,,"3081507","3081507","30.42746254","-97.84263985","
,  
(30.42746254, -97.84263985)"
"2021470223","CRIMINAL MISCHIEF","1400","N","2021-02-16T05:41:00.000","2021-02-16T00:00:00.000","541","2021-02-16T05:41:00.000","2021-02-16T00:00:00.000","541","DEPARTMENT / DISCOUNT STORE","5361 N IH 35 SVRD NB","78723","4","ID","5","292",,"N","2021-02-18T00:00:00.000",,,"3124960","3124960","30.31338843","-97.70783869","
,  
(30.31338843, -97.70783869)"
"2021470210","BURGLARY NON RESIDENCE","502","N","2021-02-16T05:07:00.000","2021-02-16T00:00:00.000","507","2021-02-16T05:07:00.000","2021-02-16T00:00:00.000","507","GAS / SERVICE STATIONS","2222 E OLTORF ST","78741","3","HE","2","457",,,,"220","Burglary","3118304","3118304","30.23017696","-97.73118228","
,  
(30.23017696, -97.73118228)"
"2021470147","CRIMINAL MISCHIEF-NO SUSPECT","1400","N","2021-02-16T03:28:00.000","2021-02-16T00:00:00.000","328","2021-02-16T03:28:00.000","2021-02-16T00:00:00.000","328","RESIDENCE / HOME","935 LA POSADA DR","78752","4","ID","1","280",,,,,,"3126064","3126064","30.3251752","-97.7040178","
,  
(30.3251752, -97.7040178)"
"20218001057","BURGLARY OF VEHICLE","601","N","2021-02-16T02:15:00.000","2021-02-16T00:00:00.000","215","2021-02-16T15:05:00.000","2021-02-16T00:00:00.000","1505","PARKING LOTS / GARAGE","1201 GROVE BLVD","78741","3","HE","3","443",,,,"23F","Theft","3126843","3126843","30.23419073","-97.70402747","
,  
(30.23419073, -97.70402747)"
"20218001081","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-16T01:40:00.000","2021-02-16T00:00:00.000","140","2021-02-19T14:28:00.000","2021-02-19T00:00:00.000","1428","RESIDENCE / HOME","309 BEN HOWELL DR","78704","3","DA","2","475",,,,"23F","Theft","3109214","3109214","30.23596464","-97.75981862","
,  
(30.23596464, -97.75981862)"
"2021470063","ASSAULT BY CONTACT","902","N","2021-02-16T01:06:00.000","2021-02-16T00:00:00.000","106","2021-02-16T01:06:00.000","2021-02-16T00:00:00.000","106","HOTEL / MOTEL / ETC.","9721 ARBORETUM BLVD","78759","10","AD","7","214",,"N","2021-02-17T00:00:00.000",,,"3111037","3111037","30.39242346","-97.74985889","
,  
(30.39242346, -97.74985889)"
"2021470057","TERRORISTIC THREAT","2704","N","2021-02-16T01:01:00.000","2021-02-16T00:00:00.000","101","2021-02-16T01:01:00.000","2021-02-16T00:00:00.000","101","GAS / SERVICE STATIONS","1320 E OLTORF ST","78704","9","HE","1","478",,,,,,"3114800","3114800","30.23427769","-97.74217043","
,  
(30.23427769, -97.74217043)"
"20218001043","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-16T01:00:00.000","2021-02-16T00:00:00.000","100","2021-02-18T13:05:00.000","2021-02-18T00:00:00.000","1305","RESIDENCE / HOME","1201 GROVE BLVD","78741","3","HE","3","443",,"N","2021-02-19T00:00:00.000","23F","Theft","3126843","3126843","30.23419073","-97.70402747","
,  
(30.23419073, -97.70402747)"
"20218001031","BURGLARY OF VEHICLE","601","N","2021-02-16T01:00:00.000","2021-02-16T00:00:00.000","100","2021-02-18T08:58:00.000","2021-02-18T00:00:00.000","858","STREETS / HWY / ROAD / ALLEY","2009 CONESTOGA TRL","78744","2","FR","5","493",,,,"23F","Theft","3110311","3110311","30.19542088","-97.75742534","
,  
(30.19542088, -97.75742534)"
"20218001051","ASSAULT BY THREAT","901","N","2021-02-16T00:40:00.000","2021-02-16T00:00:00.000","40","2021-02-16T00:51:00.000","2021-02-16T00:00:00.000","51","RESIDENCE / HOME","1814 COLONY CREEK DR","78758","4","ED","2","235",,,,,,"3121943","3121943","30.36983064","-97.71587168","
,  
(30.36983064, -97.71587168)"
"2021470027","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-16T00:24:00.000","2021-02-16T00:00:00.000","24","2021-02-16T04:20:00.000","2021-02-16T00:00:00.000","420","RESIDENCE / HOME","8900 COLLINFIELD DR","78758","4","ED","1","237",,"C","2021-02-16T00:00:00.000",,,"3125104","3125104","30.36122806","-97.7060797","
,  
(30.36122806, -97.7060797)"
"2021461978","DATING DISTURBANCE","2400","N","2021-02-15T23:45:00.000","2021-02-15T00:00:00.000","2345","2021-02-15T23:45:00.000","2021-02-15T00:00:00.000","2345","HOTEL / MOTEL / ETC.","9420 N IH 35 SVRD SB","78753","4","ED","1","240",,,,,,"3130704","3130704","30.35979391","-97.688358","
,  
(30.35979391, -97.688358)"
"2021470022","DAMAGE CITY VEHICLE","3832","N","2021-02-15T22:42:00.000","2021-02-15T00:00:00.000","2242","2021-02-16T00:22:00.000","2021-02-16T00:00:00.000","22","STREETS / HWY / ROAD / ALLEY","10100 RESEARCH BLVD SVRD NB","78759","7","AD","1","215",,,,,,"3112211","3112211","30.39331605","-97.7461103","
,  
(30.39331605, -97.7461103)"
"2021461908","AGG ASSAULT FAM/DATE VIOLENCE","402","Y","2021-02-15T22:35:00.000","2021-02-15T00:00:00.000","2235","2021-02-16T00:02:00.000","2021-02-16T00:00:00.000","2","STREETS / HWY / ROAD / ALLEY","3904 CARMEL DR","78721","1","CH","4","395",,"C","2021-02-16T00:00:00.000","13A","Aggravated Assault","3130188","3130188","30.28401233","-97.69206979","
,  
(30.28401233, -97.69206979)"
"20218001053","CRIMINAL MISCHIEF","1400","N","2021-02-15T22:00:00.000","2021-02-15T00:00:00.000","2200","2021-02-16T05:00:00.000","2021-02-16T00:00:00.000","500","HOTEL / MOTEL / ETC.","111 E CESAR CHAVEZ ST","78701","9","GE","3","406",,,,,,"3113960","3113960","30.26309809","-97.74405836","
,  
(30.26309809, -97.74405836)"
"2021461826","DISTURBANCE - OTHER","3401","N","2021-02-15T21:36:00.000","2021-02-15T00:00:00.000","2136","2021-02-15T21:36:00.000","2021-02-15T00:00:00.000","2136","RESIDENCE / HOME","10127 MIDDLE FISKVILLE RD","78753","4","ED","7","241",,,,,,"3132788","3132788","30.36425904","-97.68162568","
,  
(30.36425904, -97.68162568)"
"2021461820","ASSAULT BY THREAT","901","N","2021-02-15T21:32:00.000","2021-02-15T00:00:00.000","2132","2021-02-15T21:32:00.000","2021-02-15T00:00:00.000","2132","RESIDENCE / HOME","3500 GREYSTONE DR","78731","10","BA","8","256",,,,,,"3111476","3111476","30.35836724","-97.74937881","
,  
(30.35836724, -97.74937881)"
"2021470230","AUTO THEFT","700","N","2021-02-15T21:30:00.000","2021-02-15T00:00:00.000","2130","2021-02-16T19:12:00.000","2021-02-16T00:00:00.000","1912","HOTEL / MOTEL / ETC.","5526 N IH 35 SVRD SB","78751","4","ID","6","291",,,,"240","Auto Theft","3124750","3124750","30.31530425","-97.70845228","
,  
(30.31530425, -97.70845228)"
"2021461764","VIOL OF PROTECTIVE ORDER","3009","N","2021-02-15T20:50:00.000","2021-02-15T00:00:00.000","2050","2021-02-15T20:50:00.000","2021-02-15T00:00:00.000","2050","RESIDENCE / HOME","1131 BERGER ST","78721","3","CH","5","397",,"C","2021-02-15T00:00:00.000",,,"3131859","3131859","30.27073632","-97.68713821","
,  
(30.27073632, -97.68713821)"
"2021461733","CRIMINAL TRESPASS","2716","N","2021-02-15T20:40:00.000","2021-02-15T00:00:00.000","2040","2021-02-15T21:44:00.000","2021-02-15T00:00:00.000","2144","HOTEL / MOTEL / ETC.","300 E 11TH ST","78701","1","GE","1","379",,"C","2021-02-16T00:00:00.000",,,"3115667","3115667","30.27216987","-97.73840614","
,  
(30.27216987, -97.73840614)"
"2021461706","ASSAULT WITH INJURY","900","N","2021-02-15T20:19:00.000","2021-02-15T00:00:00.000","2019","2021-02-15T20:19:00.000","2021-02-15T00:00:00.000","2019","RESIDENCE / HOME","9826 NORTH LAKE CREEK PKWY","78717","6","AD","5","573",,"C","2021-02-16T00:00:00.000",,,"3096987","3096987","30.47244248","-97.79232496","
,  
(30.47244248, -97.79232496)"
"2021461621","ASSAULT BY THREAT FAM/DATING","901","Y","2021-02-15T19:37:00.000","2021-02-15T00:00:00.000","1937","2021-02-15T19:37:00.000","2021-02-15T00:00:00.000","1937","RESIDENCE / HOME","1405 CLEARFIELD DR","78758","4","ED","2","249",,,,,,"3122455","3122455","30.35739748","-97.71458529","
,  
(30.35739748, -97.71458529)"
"2021461611","AUTO THEFT","700","N","2021-02-15T19:33:00.000","2021-02-15T00:00:00.000","1933","2021-02-15T19:33:00.000","2021-02-15T00:00:00.000","1933","PARKING LOTS / GARAGE","9133 NORTHGATE BLVD","78758","4","ED","2","235",,,,"240","Auto Theft","3121931","3121931","30.3711701","-97.71587339","
,  
(30.3711701, -97.71587339)"
"2021461578","FAMILY DISTURBANCE","3400","N","2021-02-15T19:11:00.000","2021-02-15T00:00:00.000","1911","2021-02-15T19:11:00.000","2021-02-15T00:00:00.000","1911","HOTEL / MOTEL / ETC.","11201 N MOPAC EXPY SVRD NB","78758","7","AD","2","199",,,,,,"3117477","3117477","30.40001805","-97.72922216","
,  
(30.40001805, -97.72922216)"
"2021461473","AUTO THEFT","700","N","2021-02-15T18:20:00.000","2021-02-15T00:00:00.000","1820","2021-02-15T21:32:00.000","2021-02-15T00:00:00.000","2132","RESIDENCE / HOME","1503 BOULDIN AVE","78704","9","DA","1","452",,,,"240","Auto Theft","3109565","3109565","30.25110771","-97.75830307","
,  
(30.25110771, -97.75830307)"
"2021470834","AUTO THEFT","700","N","2021-02-15T18:00:00.000","2021-02-15T00:00:00.000","1800","2021-02-17T03:39:00.000","2021-02-17T00:00:00.000","339","STREETS / HWY / ROAD / ALLEY","1827 W RUNDBERG LN","78758","4","ED","2","235",,"N","2021-02-18T00:00:00.000","240","Auto Theft","3122022","3122022","30.37174422","-97.71556916","
,  
(30.37174422, -97.71556916)"
"2021461401","CRIMINAL MISCHIEF-NO SUSPECT","1400","N","2021-02-15T17:46:00.000","2021-02-15T00:00:00.000","1746","2021-02-15T17:46:00.000","2021-02-15T00:00:00.000","1746","PARKING LOTS / GARAGE","3603 SOUTHRIDGE DR","78704","3","DA","2","468",,,,,,"3103891","3103891","30.23396557","-97.77673189","
,  
(30.23396557, -97.77673189)"
"2021470523","AUTO THEFT","700","N","2021-02-15T17:00:00.000","2021-02-15T00:00:00.000","1700","2021-02-16T09:44:00.000","2021-02-16T00:00:00.000","944","RESIDENCE / HOME","733 E OLTORF ST","78704","9","DA","2","479",,,,"240","Auto Theft","3112964","3112964","30.23634956","-97.74793033","
,  
(30.23634956, -97.74793033)"
"2021461328","BURGLARY OF RESIDENCE","500","N","2021-02-15T16:59:00.000","2021-02-15T00:00:00.000","1659","2021-02-15T16:59:00.000","2021-02-15T00:00:00.000","1659","RESIDENCE / HOME","127 E RIVERSIDE DR","78704","9","HE","1","454",,"N","2021-02-19T00:00:00.000","220","Burglary","3113415","3113415","30.25576605","-97.7459816","
,  
(30.25576605, -97.7459816)"
"2021461323","DATING DISTURBANCE","2400","N","2021-02-15T16:58:00.000","2021-02-15T00:00:00.000","1658","2021-02-15T17:54:00.000","2021-02-15T00:00:00.000","1754","RESIDENCE / HOME","404 KISSING OAK DR","78748","5","FR","2","542",,"N","2021-02-19T00:00:00.000",,,"3096108","3096108","30.1581548","-97.80336954","
,  
(30.1581548, -97.80336954)"
